"FiscalYear","Provider","Borough","TotalSlots","TotalParticipants"
"2021","UNITED PHOTO INDUSTRIES INC","Manhattan","N/A","N/A"
"2021","University Settlement Society of New York","Manhattan","174","172"
"2021","Catholic Charities Community Services, Archdiocese of NY","Bronx","N/A","N/A"
"2021","Hudson Guild","Manhattan","60","95"
"2021","DIVAS for Social Justice, Inc.","Queens","70","60"
"2021","New York Junior Tennis League Inc","Brooklyn","100","115"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","New York Junior Tennis League Inc","Brooklyn","100","112"
"2021","South Beach Civic Association, Inc","Staten Island","N/A","N/A"
"2021","Global Kids, Inc.","Staten Island","N/A","N/A"
"2021","New York Edge, Inc.","Manhattan","117","121"
"2021","New York Edge, Inc.","Brooklyn","91","126"
"2021","BronxWorks, Inc.","Bronx","150","106"
"2021","USA-MALi Charitable Association of New York","Manhattan","N/A","N/A"
"2021","Coalition for Hispanic Family Services","Brooklyn","N/A","N/A"
"2021","Core Services Group, Inc.","Bronx","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","120","57"
"2021","NIA Community Services Network Inc","Brooklyn","N/A","N/A"
"2021","Uptown Stories, Inc.","Manhattan","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","100","100"
"2021","The Young Women's Christian Association of the City of NY","Manhattan","N/A","N/A"
"2021","The Boys Club of New York, Inc.","Manhattan","400","0"
"2021","SCAN-HARBOR INC","Bronx","157","163"
"2021","New York Edge, Inc.","Queens","180","12"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","Cody Cares for Kids, Inc.","Brooklyn","N/A","N/A"
"2021","Police Athletic League, Inc.","Bronx","50","17"
"2021","Edith & Carl Marks Jewish Community House of Bensonhurst Inc","Brooklyn","150","166"
"2021","Gerritsen Beach Cares Inc","Brooklyn","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Global Kids, Inc.","Manhattan","90","43"
"2021","Friends of Crown Heights Educational Centers Inc","Brooklyn","94","76"
"2021","SCO Family of Services","Brooklyn","75","35"
"2021","Congregation Kehilas Belz USA, Inc.","Brooklyn","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","N/A","N/A"
"2021","Brooklyn Bridge Park Conservancy, Inc.","Brooklyn","N/A","N/A"
"2021","Urban Youth Alliance International, Inc.","Bronx","N/A","N/A"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","81","56"
"2021","Victory Music & Dance Company Inc","Brooklyn","60","26"
"2021","Research Foundation of CUNY","Brooklyn","55","10"
"2021","Centro Civico Cultural Dominicano, Inc","Manhattan","N/A","N/A"
"2021","Community Solutions International Inc","Manhattan","N/A","N/A"
"2021","Kingsbridge Heights Community Center Inc","Bronx","50","54"
"2021","Bronx House Inc","Bronx","91","94"
"2021","Good Shepherd Services","Manhattan","N/A","N/A"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","77","53"
"2021","Friends of Island Academy, Inc.","Brooklyn","N/A","N/A"
"2021","Friends of Crown Heights Educational Centers Inc","Brooklyn","60","61"
"2021","Edith & Carl Marks Jewish Community House of Bensonhurst Inc","Brooklyn","50","53"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","120","127"
"2021","The Children's Aid Society","Staten Island","150","107"
"2021","St. Patrick's Church","Brooklyn","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","YMCA of Greater New York / Dodge","Brooklyn","157","227"
"2021","St Vincent's Services Inc","Brooklyn","350","45"
"2021","Catholic Charities Neighborhood Services, Inc.","Queens","157","133"
"2021","Drag Queen Story Hour NYC, Ltd.","Brooklyn","N/A","N/A"
"2021","Kingsbridge Heights Community Center Inc","Bronx","90","77"
"2021","Big Brother Big Sisters of New York City, Inc","Manhattan","N/A","N/A"
"2021","Police Athletic League, Inc.","Queens","90","43"
"2021","Women's Housing and Economic Development Corporation (WHEDCO","Bronx","25","33"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","150","158"
"2021","LGBT YOUTH OUT LOUD INC","Manhattan","N/A","N/A"
"2021","Sunset Park Health Council Inc","Brooklyn","127","99"
"2021","Rockaway Development and Revitalization Corporation","Queens","N/A","N/A"
"2021","Northern Manhattan Improvement Corporation","Manhattan","N/A","N/A"
"2021","Neighborhood Housing Services of Jamaica, Inc.","Queens","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","300","272"
"2021","Roads to Success, Inc","Brooklyn","90","90"
"2021","University Settlement Society of New York","Manhattan","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Brooklyn","100","116"
"2021","Sheltering Arms Children and Family Services, Inc.","Queens","N/A","N/A"
"2021","Keren Zichron Yisroel Meier, Inc.","Brooklyn","N/A","N/A"
"2021","Police Athletic League, Inc.","Queens","100","39"
"2021","New York Junior Tennis League Inc","Bronx","150","157"
"2021","Counseling in Schools Inc","Bronx","N/A","N/A"
"2021","Sheltering Arms Children and Family Services, Inc.","Bronx","157","165"
"2021","Mosholu Montefiore Community Center, Inc.","Bronx","30","38"
"2021","Grand Street Settlement, Inc.","Manhattan","50","23"
"2021","Women for Afghan Women, Inc.","Queens","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","200","179"
"2021","CAMBA, Inc.","Brooklyn","268","156"
"2021","The Young Men's & Young Women's Hebrew Association","Manhattan","N/A","N/A"
"2021","East Side House, Inc.","Bronx","N/A","N/A"
"2021","Core Services Group, Inc.","Bronx","N/A","N/A"
"2021","Highland Park Community Development Corporation","Brooklyn","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Queens","150","174"
"2021","YMCA of Greater New York/Long Island City","Queens","45","46"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","91","32"
"2021","New York City Mission Society","Bronx","90","97"
"2021","Yeshivath Kehilath Yakov, Inc.","Brooklyn","90","92"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Bloomingdale Family Program, Inc.","Manhattan","N/A","N/A"
"2021","Staten island United Federation Baseball, Inc.","Staten Island","N/A","N/A"
"2021","The Campaign Against Hunger Inc","Brooklyn","N/A","N/A"
"2021","Community League of the Heights, Inc.","Manhattan","N/A","N/A"
"2021","Kings Bay YM-YWHA, Inc.","Brooklyn","50","40"
"2021","Goddard Riverside Community Center","Manhattan","300","115"
"2021","Purelements: An Evolution in Dance Inc","Brooklyn","120","169"
"2021","Muslim Community Network","Manhattan","N/A","N/A"
"2021","Greater New York Councils Boy Scouts of America","Manhattan","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","N/A","N/A"
"2021","Henry Street Settlement","Manhattan","135","130"
"2021","New York Junior Tennis League Inc","Bronx","N/A","N/A"
"2021","Sheltering Arms Children and Family Services, Inc.","Manhattan","101","104"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","20","29"
"2021","University Settlement Society of New York","Brooklyn","157","81"
"2021","Queens Community House, Inc.","Queens","75","79"
"2021","Friends of Gantry Plaza State Park, Inc.","Queens","N/A","N/A"
"2021","Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc","Brooklyn","90","99"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","75","155"
"2021","La Asociacion Americana De Estudios Culturales Universales","Manhattan","N/A","N/A"
"2021","National Committee for The Furtherance of Jewish Education","Brooklyn","N/A","N/A"
"2021","Community Association of Progressive Dominicans Inc","Bronx","25","21"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","80","65"
"2021","Stanley M Isaacs Neighborhood Center Inc","Manhattan","N/A","N/A"
"2021","Reach Out and Read of Greater New York, Inc.","Manhattan","N/A","N/A"
"2021","YMCA of Greater New York/Corporate","Manhattan","N/A","N/A"
"2021","Community Association of Progressive Dominicans Inc","Bronx","150","160"
"2021","Bergen Basin Community Development Corporation","Queens","101","103"
"2021","Boys & Girls Club of Metro Queens, Inc","Queens","60","90"
"2021","Tomchei Shabbos of Staten Island, Inc.","Staten Island","N/A","N/A"
"2021","New York Edge, Inc.","Bronx","157","105"
"2021","Conscientious Musical Revues","Bronx","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","134","107"
"2021","Rosedale Jets Football Association","Queens","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Mosholu Montefiore Community Center, Inc.","Bronx","N/A","N/A"
"2021","Sunnyside Community Services Inc","Queens","25","17"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","40","56"
"2021","CAMBA, Inc.","Brooklyn","150","59"
"2021","Sauti Yetu Center for African Women, Inc.","Bronx","N/A","N/A"
"2021","The Crenulated Company LTD","Bronx","77","109"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Brooklyn","86","168"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","157","177"
"2021","Bergen Basin Community Development Corporation","Brooklyn","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","50","33"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","50","52"
"2021","United Activities Unlimited, Inc.","Bronx","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","N/A","N/A"
"2021","Islamic Circle of North America, Inc.","Queens","N/A","N/A"
"2021","New York Restoration Project","Manhattan","N/A","N/A"
"2021","HANAC INC","Queens","168","221"
"2021","Queens Community House, Inc.","Queens","N/A","N/A"
"2021","Sauti Yetu Center for African Women, Inc.","Bronx","N/A","N/A"
"2021","Children of Promise, NYC","Brooklyn","90","91"
"2021","Grand Street Settlement, Inc.","Brooklyn","81","96"
"2021","Bronx House Inc","Bronx","90","100"
"2021","Community Association of Progressive Dominicans Inc","Manhattan","300","126"
"2021","East Side House, Inc.","Bronx","91","96"
"2021","Richmond County Youth Complex, Inc.","Staten Island","N/A","N/A"
"2021","The Union Grove Baptist Church,","Bronx","N/A","N/A"
"2021","Center for Family Life In Sunset Park, Inc.","Brooklyn","300","5"
"2021","New York Common Pantry Inc","Bronx","N/A","N/A"
"2021","New York Edge, Inc.","Brooklyn","125","53"
"2021","Queens Community House, Inc.","Queens","30","32"
"2021","The Young Women's Christian Association of the City of NY","Brooklyn","80","76"
"2021","Claremont Neighborhood Centers, Inc.","Bronx","60","84"
"2021","Girls For Gender Equity, Inc.","Brooklyn","N/A","N/A"
"2021","Long Island Gay and Lesbian Youth, Inc.","Queens","N/A","N/A"
"2021","SCO Family of Services","Brooklyn","80","123"
"2021","Elite Learners, Inc.","Brooklyn","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","300","65"
"2021","Play Study Win Inc","Manhattan","91","100"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","75","44"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","180","500"
"2021","Coalition for Hispanic Family Services","Queens","91","103"
"2021","Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc","Brooklyn","295","302"
"2021","Council of Jewish Organizations of Flatbush Inc","Queens","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","268","249"
"2021","Community Mediation Services, Inc.","Queens","N/A","N/A"
"2021","Central Harlem Senior Citizen's Centers, Inc.","Manhattan","N/A","N/A"
"2021","Change for Kids Inc","Bronx","200","116"
"2021","20 20 Vision For Schools, Inc.","Brooklyn","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","YMCA of Greater New York/Prospect Park","Brooklyn","110","108"
"2021","Flushing Jewish Community Council, Inc.","Queens","N/A","N/A"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","35","54"
"2021","Hebrew Educational Society of Brooklyn","Brooklyn","37","21"
"2021","Chhaya Community Development Corporation","Queens","N/A","N/A"
"2021","United Way of New York City","Bronx","N/A","N/A"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","100","102"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","N/A","N/A"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","300","33"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","163","251"
"2021","Henry Street Settlement","Manhattan","80","26"
"2021","OPUS Dance Theatre and Community Services Inc","Brooklyn","300","84"
"2021","Chinatown Manpower Project, Inc.","Manhattan","170","172"
"2021","Catholic Charities Community Services, Archdiocese of NY","Staten Island","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","102","105"
"2021","The Children's Village","Bronx","N/A","N/A"
"2021","Neighborhood Self-Help by Older Persons Projects, Inc.","Bronx","N/A","N/A"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Wiz Kids Books B4 Basketball","Bronx","N/A","N/A"
"2021","Indochina Sino- American Senior Citizen Center Inc","Manhattan","N/A","N/A"
"2021","New York Center for Interpersonal Development Inc","Staten Island","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","220","86"
"2021","Mosholu Preservation Corporation","Bronx","N/A","N/A"
"2021","New York Junior Tennis League Inc","Brooklyn","100","109"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","120","127"
"2021","Sunnyside Community Services Inc","Queens","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","90","90"
"2021","Research Foundation of CUNY/ CUNY Creative Arts Team","Brooklyn","17","5"
"2021","PENCIL INC","Manhattan","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","N/A","N/A"
"2021","Woodycrest Center For Human Development Inc","Bronx","N/A","N/A"
"2021","Newtown Creek Alliance, Inc.","Brooklyn","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","350","154"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","350","201"
"2021","HANAC INC","Queens","N/A","N/A"
"2021","Catholic Charities Neighborhood Services, Inc.","Queens","54","64"
"2021","Community Youth Care Services, Inc.","Queens","55","27"
"2021","The Child Center of NY Inc","Manhattan","300","406"
"2021","Sesame Flyers International, Inc.","Brooklyn","N/A","N/A"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","265","150"
"2021","Onos Footprints, Inc.","Brooklyn","N/A","N/A"
"2021","YMCA of Greater New York/West Side","Manhattan","180","132"
"2021","Catholic Charities of Staten Island Inc","Staten Island","N/A","N/A"
"2021","Good Shepherd Services","Brooklyn","144","144"
"2021","LERU Multi Services Agency LLC","Brooklyn","60","13"
"2021","Brooklyn Chinese American Association Inc","Brooklyn","N/A","N/A"
"2021","Inwood Community Services, Inc.","Manhattan","167","163"
"2021","New York Junior Tennis League Inc","Queens","N/A","N/A"
"2021","Coalition for Hispanic Family Services","Brooklyn","30","29"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","90","120"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","40","27"
"2021","Queens Community House, Inc.","Queens","300","46"
"2021","Police Athletic League, Inc.","Brooklyn","N/A","N/A"
"2021","ASSOCIATION FOR THE ADV. OF BLIND AND RETARDED INC","Queens","N/A","N/A"
"2021","Aspira of New York, Inc.","Bronx","122","93"
"2021","New York Edge, Inc.","Brooklyn","196","204"
"2021","Woodside On The Move, Inc.","Queens","155","84"
"2021","Landmark West, Inc","Manhattan","N/A","N/A"
"2021","The Young Womens Christian Association of Queens","Queens","58","58"
"2021","Brooklyn Community Pride Center Inc","Brooklyn","N/A","N/A"
"2021","YMCA of Greater NewYork-Bronx YMCA","Bronx","115","117"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Read Alliance, Inc.","Queens","N/A","N/A"
"2021","Friends of the High Line, Inc.","Manhattan","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","120","128"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","N/A","N/A"
"2021","New Wave Dance Youth & Community Development, Inc.","Brooklyn","N/A","N/A"
"2021","A Plus Kidz Academy","Brooklyn","100","6"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","N/A","N/A"
"2021","SCO Family of Services","Brooklyn","35","78"
"2021","The Child Center of NY Inc","Queens","157","168"
"2021","Safe Horizon, Inc","Manhattan","N/A","N/A"
"2021","Comprehensive Youth Development, Inc.","Manhattan","N/A","N/A"
"2021","Sunnyside Community Services Inc","Queens","300","88"
"2021","The Child Center of NY Inc","Queens","228","126"
"2021","Maspeth Town Hall, Inc.","Queens","157","189"
"2021","Queens Borough Public Library","Queens","91","0"
"2021","Make the Road New York","Queens","92","94"
"2021","Coalition for Hispanic Family Services","Brooklyn","25","10"
"2021","Kings Bay YM-YWHA, Inc.","Brooklyn","72","52"
"2021","Row New York Inc","Queens","N/A","N/A"
"2021","El Puente De Williamsburg, Inc.","Brooklyn","N/A","N/A"
"2021","Manhattan School of Music","Manhattan","N/A","N/A"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","New York Junior Tennis League Inc","Brooklyn","100","102"
"2021","Neighborhood Self-Help by Older Persons Projects, Inc.","Bronx","N/A","N/A"
"2021","Woodycrest Center For Human Development Inc","Bronx","N/A","N/A"
"2021","Institute for Community Equity and Sharing, Inc.","Brooklyn","N/A","N/A"
"2021","Reading Partners","Queens","N/A","N/A"
"2021","Community Association of Progressive Dominicans Inc","Bronx","101","104"
"2021","Providence Rest","Bronx","N/A","N/A"
"2021","The Door-A Center of Alternatives, Inc","Manhattan","N/A","N/A"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","N/A","N/A"
"2021","Police Athletic League, Inc.","Brooklyn","138","136"
"2021","Bergen Basin Community Development Corporation","Brooklyn","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","90","93"
"2021","DIVAS for Social Justice, Inc.","Brooklyn","30","30"
"2021","Urban Justice Center","Manhattan","N/A","N/A"
"2021","Stanley M Isaacs Neighborhood Center Inc","Manhattan","30","24"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","62","44"
"2021","New York Junior Tennis League Inc","Manhattan","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","30","30"
"2021","Sheltering Arms Children and Family Services, Inc.","Bronx","30","100"
"2021","Lesbian and Gay Community Services Center, Inc.","Manhattan","100","93"
"2021","Catholic Charities Neighborhood Services, Inc.","Brooklyn","N/A","N/A"
"2021","You Gotta Believe, The Older Child Adoption & Permanency Mov","Brooklyn","N/A","N/A"
"2021","Good Shepherd Services","Brooklyn","50","51"
"2021","Chinese-American Planning Council Inc","Brooklyn","N/A","N/A"
"2021","YMCA of Greater New York/Flatbush Branch","Brooklyn","195","49"
"2021","Community League of the Heights, Inc.","Manhattan","91","69"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Staten Island","83","83"
"2021","Brooklyn Bureau of Community Service","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Brooklyn","120","110"
"2021","NIA Community Services Network Inc","Brooklyn","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","N/A","N/A"
"2021","Keep Rising To The Top","Manhattan","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","60","106"
"2021","Northern Manhattan Improvement Corporation","Manhattan","116","0"
"2021","Imani House, Inc.","Brooklyn","N/A","N/A"
"2021","The Learning Tree STEM-Arts School","Queens","60","0"
"2021","Hunts Point Alliance for Children","Bronx","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","176","189"
"2021","ST. NICKS ALLIANCE CORP.","Brooklyn","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","201","209"
"2021","Good Shepherd Services","Bronx","111","118"
"2021","Chinese-American Planning Council Inc","Manhattan","N/A","N/A"
"2021","The Door-A Center of Alternatives, Inc","Manhattan","N/A","N/A"
"2021","School Settlement Association","Brooklyn","100","103"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Jils Homework Center","Bronx","25","13"
"2021","Union Settlement Association Inc","Manhattan","101","104"
"2021","New York Edge, Inc.","Brooklyn","60","20"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Brooklyn","N/A","N/A"
"2021","Landmark West, Inc","Manhattan","N/A","N/A"
"2021","Korean Community Services of Metropolitan New York, Inc.","Queens","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","105","111"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","100","102"
"2021","Jewish Children's Museum","Manhattan","N/A","N/A"
"2021","The Educational Alliance, Inc.","Manhattan","90","91"
"2021","The Broadway League, Inc.","Manhattan","N/A","N/A"
"2021","Korean Community Services of Metropolitan New York, Inc.","Queens","175","140"
"2021","Henry Street Settlement","Manhattan","N/A","N/A"
"2021","Agudath Israel of America Community Services, Inc.","Manhattan","N/A","N/A"
"2021","YMCA of Greater New York/Greenpoint","Brooklyn","99","114"
"2021","Broadway Mall Asscciation Inc","Manhattan","N/A","N/A"
"2021","Play Study Win Inc","Brooklyn","91","93"
"2021","Serious Fun After School, Inc.","Queens","N/A","N/A"
"2021","Adelaide L. Sandord Institute","Brooklyn","N/A","N/A"
"2021","Federation of Italian-American Organizations of Brooklyn LTD","Brooklyn","60","64"
"2021","Purelements: An Evolution in Dance Inc","Brooklyn","135","154"
"2021","Research Foundation of CUNY","Brooklyn","206","40"
"2021","Girls Incorporated of New York City","Brooklyn","50","52"
"2021","Development Outreach, Inc.","Manhattan","55","32"
"2021","Douglaston and Litle Neck Historical Society","Queens","N/A","N/A"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","300","244"
"2021","University Settlement Society of New York","Brooklyn","280","314"
"2021","Queen of Angels RC Church","Queens","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","50","50"
"2021","Neighborhood Initiatives Development Corporation","Bronx","150","156"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","80","46"
"2021","Wesley Parrott Youth Programs, Inc.","Queens","N/A","N/A"
"2021","Sunset Park Health Council Inc","Brooklyn","75","93"
"2021","Childrens Arts & Science Workshops, Inc.","Manhattan","167","165"
"2021","East Side House, Inc.","Bronx","75","24"
"2021","University Settlement Society of New York","Manhattan","120","131"
"2021","Northeast Brooklyn Housing Development Corporation","Brooklyn","N/A","N/A"
"2021","Newtown Historical Society","Queens","N/A","N/A"
"2021","Community Center of the Rockaway Peninsula, Inc.","Queens","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","157","68"
"2021","C C M S","Manhattan","75","78"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","100","86"
"2021","Grand Street Settlement, Inc.","Manhattan","12","10"
"2021","United Activities Unlimited, Inc.","Staten Island","30","30"
"2021","Childrens Arts & Science Workshops, Inc.","Bronx","75","82"
"2021","MASA-MexEd, Inc.d/b/a Masa","Bronx","N/A","N/A"
"2021","Cong Chasdei Lev","Brooklyn","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","335","299"
"2021","Urban Strategies, Inc.","Brooklyn","50","50"
"2021","New York Edge, Inc.","Bronx","120","43"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","N/A","N/A"
"2021","KIPP NYC Public Charter Schools II","Brooklyn","91","93"
"2021","Samuel Field YM & YWHA, Inc.","Queens","150","150"
"2021","ComuniLife, Inc.","Queens","N/A","N/A"
"2021","Sesame Flyers International, Inc.","Brooklyn","300","231"
"2021","Community Association of Progressive Dominicans Inc","Bronx","90","115"
"2021","United Activities Unlimited, Inc.","Staten Island","N/A","N/A"
"2021","Homecrest Community Services, Inc","Brooklyn","N/A","N/A"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","350","201"
"2021","YMCA of Greater NewYork-Bronx YMCA","Bronx","135","57"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Brooklyn","91","94"
"2021","New York harbor Foundation, Inc.","Manhattan","N/A","N/A"
"2021","Harlem Dowling-West Side Ctr.For Children & Family Services","Manhattan","N/A","N/A"
"2021","Brooklyn Chinese American Association Inc","Brooklyn","150","165"
"2021","Conscientious Musical Revues","Brooklyn","N/A","N/A"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","171","258"
"2021","OIKOS COMMUNITY CORPORATION","Queens","60","45"
"2021","Samuel Field YM & YWHA, Inc.","Queens","150","156"
"2021","SCO Family of Services","Brooklyn","N/A","N/A"
"2021","Sunnyside Community Services Inc","Queens","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","N/A","N/A"
"2021","Mary Mitchell Family and Youth Center Inc","Bronx","N/A","N/A"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","Heavens Tiny Tots Daycare & Aftercare Program, Inc.","Manhattan","40","15"
"2021","Mouse, Inc.","Queens","N/A","N/A"
"2021","YMCA of Greater New York / Dodge","Brooklyn","100","115"
"2021","Entertainers For Education Alliance, Inc.","Brooklyn","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","50","50"
"2021","Student Leadership Network Inc","Manhattan","N/A","N/A"
"2021","The Fortune Society, Inc.","Manhattan","N/A","N/A"
"2021","Union Settlement Association Inc","Manhattan","N/A","N/A"
"2021","The Midori Foundation, Inc. Midori & Friends","Queens","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Brooklyn","60","10"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","N/A","N/A"
"2021","Grand Street Settlement, Inc.","Brooklyn","178","48"
"2021","El Puente De Williamsburg, Inc.","Brooklyn","73","118"
"2021","Brooklyn Bridge Park Conservancy, Inc.","Brooklyn","N/A","N/A"
"2021","The Children's Aid Society","Staten Island","N/A","N/A"
"2021","Flatbush Development Corporation","Brooklyn","N/A","N/A"
"2021","Madison Square Boys & Girls Club Inc","Brooklyn","52","80"
"2021","Family Kind, Ltd.","Manhattan","N/A","N/A"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","N/A","N/A"
"2021","Highbridge Islamic Center, Inc.","Bronx","N/A","N/A"
"2021","82nd Street Academics","Queens","96","104"
"2021","Communites of Maspeth Elmhurst Together, Inc.","Queens","N/A","N/A"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","Museum of Contemporary African Diasporian Arts","Brooklyn","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","301","402"
"2021","Jewish Children's Museum","Brooklyn","N/A","N/A"
"2021","Community Association of Progressive Dominicans Inc","Bronx","N/A","N/A"
"2021","Arab-American Family Support Center Inc","Brooklyn","N/A","N/A"
"2021","St Vincent's Services Inc","Brooklyn","157","137"
"2021","YMCA of Greater New York/Staten Island Broadway Center","Staten Island","120","136"
"2021","Kingsbridge Heights Community Center Inc","Bronx","N/A","N/A"
"2021","Ackerman Institute for the Family","Manhattan","N/A","N/A"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","N/A","N/A"
"2021","Asian Americans for Equality Inc","Queens","N/A","N/A"
"2021","Henry Street Settlement","Manhattan","N/A","N/A"
"2021","Young Peoples Chorus of New York City Inc","Manhattan","N/A","N/A"
"2021","Sunset Park Health Council Inc","Brooklyn","N/A","N/A"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
